Cruise,Year,Latitude,Longitude,Sub,C_O,HTS,Depth,MeHg,Temp,Sal,O2_uM,Station,Date,Time,Season,dfac,E_W,Reference,DOI,date_time,Transmission,Fluo
MERCYMS 2003,2004,35.75,17.91666667,ION1_2,open,none,300,0.434,14.2404,38.8396,251.9215625,,29/03/2004,10:46:00,,200-400,east,unpublished,,,89.2095,0.127
MERCYMS 2003,2004,35.75,17.91666667,ION1_2,open,none,500,0.414,13.944,38.792,253.5134375,,29/03/2004,10:46:00,,400-600,east,unpublished,,,88.8527,
MERCYMS 2003,2004,35.75,17.91666667,ION1_2,open,none,900,0.349,13.7197,38.7355,254.761875,,29/03/2004,10:46:00,,800-1000,east,unpublished,,,88.4605,
MERCYMS 2003,2004,35.75,17.91666667,ION1_2,open,none,1500,0.309,13.7384,38.7267,254.67875,,29/03/2004,10:46:00,,1000-1600,east,unpublished,,,88.0992,
MERCYMS 2003,2004,35.75,17.91666667,ION1_2,open,none,3000,0.279,13.8684,38.7063,254.0371875,,29/03/2004,10:46:00,,2600-3000,east,unpublished,,,87.8704,
MERCYMS 2003,2004,35.75,17.91666667,ION1_2,open,none,4000,0.189,13.9814,38.6855,253.4871875,,29/03/2004,10:46:00,,>3000,east,unpublished,,,87.7082,
MERCYMS 2003,2004,35.75,17.91666667,ION1_2,open,none,4060,0.299,13.9929,38.6855,253.428125,,29/03/2004,10:46:00,,>3000,east,unpublished,,,87.7297,
MERCYMS 2003,2004,40,19,SAD,open,none,5,0.179,15.1893,38.9354,247.031875,,31/03/2004,23:49:00,,0-10,east,unpublished,,,85.9317,0.62
MERCYMS 2003,2004,40,19,SAD,open,none,100,0.194,15.0162,38.932,247.889375,,31/03/2004,23:49:00,,50-200,east,unpublished,,,87.3279,0.49
MERCYMS 2003,2004,40,19,SAD,open,none,200,0.294,14.8106,38.917,248.931875,,31/03/2004,23:49:00,,50-200,east,unpublished,,,88.1561,0.19
MERCYMS 2003,2004,40,19,SAD,open,none,400,0.354,14.0749,38.8089,252.814375,,31/03/2004,23:49:00,,200-400,east,unpublished,,,88.1762,0.18
URANIA 2000,2000,37.27,11.87,TYR2,open,none,0.99,0.274191136,24.01,37.33,NaN,StM,20/07/2000,14:30,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,37.27,11.9,TYR2,open,none,0.5,0.319058777,25.17,37.63,NaN,StL,20/07/2000,00:30,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,35.08,14.27,ION1_2,open,none,0.5,0.249264669,26.72,38.5,NaN,StI,20/07/2000,23:30,summer,0-10,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,35.08,14.27,ION1_2,open,none,4000,0.264220549,13.94,38.69,NaN,StI,20/07/2000,23:30,summer,>3000,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,33.88,17.5,ION1_2,open,none,0.99,0.259235256,26.42,38.66,NaN,StH,20/07/2000,10:00,summer,0-10,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,33.88,17.5,ION1_2,open,none,20,0.259235256,26.4,38.65,NaN,StH,20/07/2000,10:00,summer,Oct-50,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,33.88,17.5,ION1_2,open,none,100,0.259235256,15.09,38.57,NaN,StH,20/07/2000,10:00,summer,50-200,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,33.88,17.5,ION1_2,open,none,500,0.319058777,13.79,38.77,NaN,StH,20/07/2000,10:00,summer,400-600,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,33.88,17.5,ION1_2,open,none,1000,0.264220549,13.61,38.72,NaN,StH,20/07/2000,10:00,summer,800-1000,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,33.88,17.5,ION1_2,open,none,2483,0.32404407,13.77,38.72,NaN,StH,20/07/2000,10:00,summer,2000-2600,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,36.78,18.62,ION3,open,none,2.98,0.244279376,25.01,38.42,NaN,StA,20/07/2000,13:30,summer,0-10,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,33.3,20.9,ION1_2,open,none,1.49,0.269205843,25.61,38.58,NaN,StG,20/07/2000,10:00,summer,0-10,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,36.18,22.07,ION1_2,open,none,3.97,0.199411735,23.49,38.81,NaN,StB,20/07/2000,10:00,summer,0-10,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,32.78,24.4,LEV,open,none,1.99,0.264220549,24.86,38.79,NaN,StF,20/07/2000,13:30,summer,0-10,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,34.08,24.53,LEV,open,none,2.48,0.189441149,23.1,38.98,NaN,StC,20/07/2000,06:00,summer,0-10,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,32.67,28,LEV,open,none,1.49,0.189441149,25.6,39.19,NaN,StE,20/07/2000,18:00,summer,0-10,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,34.73,28.05,LEV,open,none,1.99,0.329029363,23.6,39.24,NaN,StD,20/07/2000,03:00,summer,0-10,east,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,39.42,6.08,NWM,open,none,0.5,0.30908819,25.57,37.33,NaN,St19,02/08/2000,18:30,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,39.42,6.08,NWM,open,none,20,0.299117603,23.47,37.51,NaN,St19,02/08/2000,18:30,summer,Oct-50,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,39.42,6.08,NWM,open,none,100,0.274191136,14.54,37.85,NaN,St19,02/08/2000,18:30,summer,50-200,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,39.42,6.08,NWM,open,none,500,0.274191136,13.39,38.56,NaN,St19,02/08/2000,18:30,summer,400-600,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,39.42,6.08,NWM,open,none,1000,0.32404407,13.22,38.52,NaN,St19,02/08/2000,18:30,summer,800-1000,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,39.42,6.08,NWM,open,none,2780,0.289147016,13.25,38.46,NaN,St19,02/08/2000,18:30,summer,2600-3000,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,40.85,6.25,NWM,open,none,0.5,0.264220549,24.35,37.64,NaN,St20,02/08/2000,08:00,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,38.33,7.25,SWM,open,none,0.5,0.393838177,24.33,37.91,NaN,St18,02/08/2000,08:30,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,41.4166667,7.8,NWM,open,none,0.5,0.274191136,23.05,37.95,NaN,St21,02/08/2000,17:30,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,41.1666667,8.5,NWM,open,none,0.5,0.299117603,24.17,38.24,NaN,St22,02/08/2000,21:00,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,38.25,8.83,SWM,open,none,1.99,0.348970537,23.9,38.33,NaN,St17,02/08/2000,14:00,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,41.35,9.65,TYR1,open,none,0.5,0.289147016,23.19,38.24,NaN,St23,02/08/2000,06:15,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,38.58,10.42,TYR2,open,none,0.99,0.314073483,23.55,38.08,NaN,St16,02/08/2000,08:00,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,41.67,11,TYR1,open,none,0.5,0.319058777,23.29,38.31,NaN,St24,02/08/2000,13:00,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,39.08,11.83,TYR2,open,none,1.99,0.299117603,25.39,38.25,NaN,St15,02/08/2000,17:00,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2000,2000,39.67,13.33,TYR2,open,none,0.5,0.259235256,25.72,38.23,NaN,St14,02/08/2000,05:00,summer,0-10,west,"Horvat et al., 2003",10.1016/S1352-2310(03)00249-8,,,
URANIA 2003,2003,37.3401767,11.8287083,TYR2,open,none,1,0.099705868,26.71,37.36,202.5063283,WP3,06/08/2003,12:30:00,summer,0-10,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,37.3401767,11.8287083,TYR2,open,none,18,0.119647041,25.15,37.32,207.8189943,WP3,06/08/2003,12:30:00,summer,Oct-50,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,37.3401767,11.8287083,TYR2,open,none,25,0.129617628,20.36,37.05,226.5695803,WP3,06/08/2003,12:30:00,summer,Oct-50,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,37.3401767,11.8287083,TYR2,open,none,36,0.169499975,18.32,37.15,235.007344,WP3,06/08/2003,12:30:00,summer,Oct-50,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,37.3401767,11.8287083,TYR2,open,none,64,0.089735281,16.47,37.24,243.4451077,WP3,06/08/2003,12:30:00,summer,50-200,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,37.3401767,11.8287083,TYR2,open,none,95,0.448676405,15.49,37.34,248.1327541,WP3,06/08/2003,12:30:00,summer,50-200,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,35.7500683,17.9166883,ION1_2,open,none,1,0.109676454,28.65,38.26,195.0060939,WP4,08/08/2003,06:25:00,summer,0-10,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,35.7500683,17.9166883,ION1_2,open,none,15,0.329029363,24.99,37.91,207.5064846,WP4,08/08/2003,06:25:00,summer,Oct-50,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,35.7500683,17.9166883,ION1_2,open,none,2500,0.378882297,13.83,38.71,254.3829495,WP4,08/08/2003,06:25:00,summer,2000-2600,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,35.7500683,17.9166883,ION1_2,open,none,4060,0.493544045,13.99,38.68,253.4454202,WP4,08/08/2003,06:25:00,summer,>3000,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,34.3167167,24.33288,LEV,open,none,150,0.209382322,15.4,39.04,245.9451858,WP5,10/08/2003,05:35:00,summer,50-200,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,34.3167167,24.33288,LEV,open,none,2000,0.159529388,13.76,38.74,254.6954592,WP5,10/08/2003,05:35:00,summer,1600-2000,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,34.3167167,24.33288,LEV,open,none,2235,0.478588165,13.88,38.74,254.0704397,WP5,10/08/2003,05:35:00,summer,2000-2600,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,39.9999,19.0006,ION3,open,none,20,0.139588215,23.66,38.84,211.2566018,WP7,13/08/2003,05:40:00,summer,Oct-50,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,39.9999,19.0006,ION3,open,none,40,0.239294082,17.17,38.81,237.8199319,WP7,13/08/2003,05:40:00,summer,Oct-50,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,39.9999,19.0006,ION3,open,none,75,0.094720574,15.33,38.87,246.5702053,WP7,13/08/2003,05:40:00,summer,50-200,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,39.9999,19.0006,ION3,open,none,105,0.204397029,15.21,38.87,246.8827151,WP7,13/08/2003,05:40:00,summer,50-200,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,39.9999,19.0006,ION3,open,none,300,0.687970487,14.71,38.87,249.3827932,WP7,13/08/2003,05:40:00,summer,200-400,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,39.9999,19.0006,ION3,open,none,550,0.32404407,13.99,38.75,253.4454202,WP7,13/08/2003,05:40:00,summer,400-600,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,39.9999,19.0006,ION3,open,none,910,0.358941124,13.36,38.66,256.8830276,WP7,13/08/2003,05:40:00,summer,800-1000,east,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,37.867515,5.349008,SWM,open,none,1,0.209382322,28.5,36.95,196.8811525,WP13,20/08/2003,14:00:00,summer,0-10,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,37.867515,5.349008,SWM,open,none,400,0.259235256,13.37,38.58,256.8830276,WP13,20/08/2003,14:00:00,summer,200-400,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,37.867515,5.349008,SWM,open,none,900,0.139588215,13.17,38.49,258.1330667,WP13,20/08/2003,14:00:00,summer,800-1000,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,37.867515,5.349008,SWM,open,none,2825,0.094720574,13.26,38.43,257.8205569,WP13,20/08/2003,14:00:00,summer,2600-3000,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,35.833665,-4.00004,ALB,open,none,20,0.189441149,23.26,36.41,215.6317385,WP14,23/08/2003,10:10:00,summer,Oct-50,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,35.833665,-4.00004,ALB,open,none,200,0.548382272,13.33,38.31,257.5080471,WP14,23/08/2003,10:10:00,summer,50-200,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,35.833665,-4.00004,ALB,open,none,400,0.29413231,13.24,38.49,257.8205569,WP14,23/08/2003,10:10:00,summer,200-400,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,35.833665,-4.00004,ALB,open,none,800,0.189441149,13.11,38.47,258.4455764,WP14,23/08/2003,10:10:00,summer,600-800,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,35.833665,-4.00004,ALB,open,none,893,0.259235256,13.1,38.47,258.4455764,WP14,23/08/2003,10:10:00,summer,800-1000,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,1,0.30908819,27.7095,38.5373,197.7655552,WP16,27/08/2003,02:30:00,summer,0-10,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,70,0.418764644,13.8897,38.4733,254.3010719,WP16,27/08/2003,02:30:00,summer,50-200,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,150,0.643102847,13.8949,38.5942,254.0841901,WP16,27/08/2003,02:30:00,summer,50-200,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,400,0.63313226,13.8289,38.6675,254.3104472,WP16,27/08/2003,02:30:00,summer,200-400,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,900,0.643102847,13.6268,38.6135,255.4464202,WP16,27/08/2003,02:30:00,summer,800-1000,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2003,2003,41.88347,10.299677,TYR1,open,none,1130,0.32404407,13.5944,38.5995,255.6376762,WP16,27/08/2003,02:30:00,summer,1000-1600,west,"Kotnik et al., 2007",10.1016/j.marchem.2007.02.012,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,1,0.258238197,23.3,38.83,208,F4,31/10/2004,08:40,fall,0-10,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,40,0.273194077,17.5,38.7,255,F4,31/10/2004,08:40,fall,Oct-50,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,100,0.387855825,14.6,38.87,213,F4,31/10/2004,08:40,fall,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,150,0.318061718,14.4,38.87,208,F4,31/10/2004,08:40,fall,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,700,0.333017598,13.8,38.79,197,F4,31/10/2004,08:40,fall,600-800,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,38.000867,16.500722,ION3,open,none,1505,0.571813151,13.8,38.77,207,F4,31/10/2004,08:40,fall,1000-1600,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,39.983246,18.983605,ION3,open,none,1,0.313076425,21,38.4,215,F5,01/11/2004,06:05,fall,0-10,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,39.983246,18.983605,ION3,open,none,100,0.492048457,14.9,38.85,217,F5,01/11/2004,06:05,fall,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,39.983246,18.983605,ION3,open,none,650,0.417767586,13.9,38.8,202,F5,01/11/2004,06:05,fall,600-800,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,39.983246,18.983605,ION3,open,none,850,0.457151403,13.8,38.78,208,F5,01/11/2004,06:05,fall,800-1000,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,42.000222,18.000372,SAD,open,none,1,0.442195523,19.8,38.68,221,FC,09/11/2004,01:30,fall,0-10,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,42.000222,18.000372,SAD,open,none,400,0.442195523,13.9,38.79,223,FC,09/11/2004,01:30,fall,200-400,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,42.000222,18.000372,SAD,open,none,1208,0.661049903,13.2,38.74,226,FC,09/11/2004,01:30,fall,1000-1600,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,41.195968,18.539902,SAD,open,none,100,0.531930804,14.9,38.91,211,F9,10/11/2004,05:30,fall,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2004 fall,2004,38.538147,18.77236,ION3,open,none,1,0.362929358,21.7,38.88,212,F10,11/11/2004,06:05,fall,0-10,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,40.15266,18.95962,SAD,open,none,25,0.492048457,19,38.81,460,S2,19/06/2005,10:25,summer,Oct-50,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,40.15266,18.95962,SAD,open,none,55,0.377885239,15.2,38.85,494,S2,19/06/2005,10:25,summer,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,40.15266,18.95962,SAD,open,none,100,0.546886684,14.6,38.86,500,S2,19/06/2005,10:25,summer,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,40.15266,18.95962,SAD,open,none,901,0.392841119,13.3,38.77,514,S2,19/06/2005,10:25,summer,800-1000,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,40.85525,18.0626,SAD,open,none,1,0.462136697,21.4,38.63,440,S3,20/06/2005,06:30,summer,0-10,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,40.85525,18.0626,SAD,open,none,35,0.342988185,15.8,38.9,488,S3,20/06/2005,06:30,summer,Oct-50,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,40.85525,18.0626,SAD,open,none,60,0.477092577,14.8,38.88,498,S3,20/06/2005,06:30,summer,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,40.85525,18.0626,SAD,open,none,119,0.566827858,14.2,38.85,505,S3,20/06/2005,06:30,summer,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,42.01622,16.39733,SAD,open,none,1,0.228824966,21.3,38.43,441,S4,22/06/2005,06:30,summer,0-10,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,42.01622,16.39733,SAD,open,none,10,0.228824966,21.2,38.49,442,S4,22/06/2005,06:30,summer,0-10,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,42.01622,16.39733,SAD,open,none,30,0.134104392,15.2,38.79,495,S4,22/06/2005,06:30,summer,Oct-50,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,42.01622,16.39733,SAD,open,none,50,0.49703375,14.1,38.76,506,S4,22/06/2005,06:30,summer,Oct-50,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,42.01622,16.39733,SAD,open,none,110,0.303105838,12.4,38.66,523,S4,22/06/2005,06:30,summer,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,43.47143,15.29403,SAD,open,none,30,0.164016152,17,38.69,477,S14,26/06/2005,14:30,summer,Oct-50,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,43.47143,15.29403,SAD,open,none,105,0.283164664,14.4,38.86,502,S14,26/06/2005,14:30,summer,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,43.47143,15.29403,SAD,open,none,187,0.263223491,10.9,38.71,541,S14,26/06/2005,14:30,summer,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,42.78783,15.78319,SAD,open,none,60,0.124133805,14.5,38.87,501,S15,27/06/2005,06:45,summer,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,42.4534,17.80582,SAD,open,none,30,0.427738172,16.3,38.85,484,S16,28/06/2005,06:30,summer,Oct-50,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,42.4534,17.80582,SAD,open,none,340,0.661049903,14.1,38.85,505,S16,28/06/2005,06:30,summer,200-400,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,42.10251,17.7145,SAD,open,none,45,0.149060272,15.9,38.88,488,S17,29/06/2005,07:00,summer,Oct-50,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,42.10251,17.7145,SAD,open,none,200,0.427738172,14.3,38.87,503,S17,29/06/2005,07:00,summer,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,42.216417,18.38357,SAD,open,none,1,0.268208784,24.3,38,420,S18,29/06/2005,12:00,summer,0-10,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
URANIA 2005,2005,42.216417,18.38357,SAD,open,none,200,0.362929358,14.5,38.9,501,S18,29/06/2005,12:00,summer,50-200,east,"Kotnik et al., 2015",10.1016/j.marpolbul.2015.05.037,,,
